Conference title	Conference code	Year	Status	Publisher	Ready	URL	Editors	Dates held	Location	Complete PDF	Type	Notes	file_name	Joint
Translingual Europe	te	2009			TRUE	http://www.mt-archive.info/05/Translingual-Europe-2009-TOC.htm	??	May 13-14	Prague, Czech Republic		TOC		2009.te	
Translingual Europe	te	2010		??	TRUE	http://www.mt-archive.info/10/Translingual-Europe-2010-TOC.htm	??	June 7	Berlin, Germany		TOC		2010.te	
Workshop on Statistical Machine Translation	wmt	2006	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2006-TOC.htm		June 8-9	held at: HLT-NAACL 2006		TOC		2006.wmt	
Workshop on Statistical Machine Translation	wmt	2007	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2007-TOC.htm		June 23	held at: ACL 2007		TOC		2007.wmt	
Workshop on Statistical Machine Translation	wmt	2008	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2008-TOC.htm		June 19	held at: ACL 2008 HLT		TOC		2008.wmt	
Workshop on Statistical Machine Translation	wmt	2009	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2009-TOC.htm		March 30-31	held at: EACL 2009		TOC		2009.wmt	
Workshop on Statistical Machine Translation	wmt	2010	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2010-TOC.htm		July 15-16	held at: ACL 2010		TOC		2010.wmt	
Workshop on Statistical Machine Translation	wmt	2011	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2011-TOC.htm		July 30-31	held at EMNLP 2011		TOC		2011.wmt	
Workshop on Statistical Machine Translation	wmt	2012	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2012-TOC.htm		June 7-8	Montréal, Canada		TOC		2012.wmt	
Workshop on Statistical Machine Translation	wmt	2013	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2013-TOC.htm		August 8-9	Sofia, Bulgaria		TOC		2013.wmt	
Workshop on Statistical Machine Translation	wmt	2014	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2014-TOC.htm		June 26-27	Baltimore, USA		TOC		2014.wmt	
International Workshop on Computer Aided Translation	other	1985		??King Abdulaziz City for Science & Technology  Riyadh, 1406 A.H./1986	TRUE	http://www.mt-archive.info/70/Wahab-1985-TOC.htm	Dr.A.Razzak A.Wahab and Dr.Mohmoud E.Sieny 	March 16-17	Riyadh, Saudi Arabia		TOC		1985.other	
World Systran Conference	other	1986		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/70/T&T-1986-TOC.htm	??Not mentioned on TOC	February 11-14	Luxembourg, Luxembourg		TOC	Terminologie et Traduction. 1-1986. Numéro special	1986.other	
IAI-MT86	other	1986		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/70/IAI-1986-TOC.htm	??Not mentioned on TOC	August 20-22	Dudweiler, West Germany		TOC		1986b.other	
New Directions in Machine Translation	other	1988		??Mouton de Gruyter	TRUE	http://www.mt-archive.info/70/DLT-1988-Maxwell-TOC.htm	Dan Maxwell and Klaus Schubert and Toon Witkam	August 18-19	Budapest, Hungary		TOC		1988.other	
International Forum for Translation Technology: Harmonizing Human Beings and Computers in Translation	other	1989		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/70/IFTT-1989-TOC.htm	??Not mentioned on TOC	April 26-28	Oiso, Japan		PDF		1989.other	
Workshop on Machine Translation	other	1990		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/UMIST-1990-TOC.htm	J.McNaught	July 2-3	UMIST, UK		TOC		1990.other	
Evaluators’ Forum	other	1991		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/ISSCO-1991-TOC.htm	Kirsten Falkedal	April 21-24	Les Rasses, Switzerland		TOC	MT news international http://www.mt-archive.info/MTNI-1.pdf	1991.other	
International Workshop on Fundamental Research for the Future Generation of Natural Language Processing	other	1992		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/FGNLP-1992-TOC.htm	Sofia Ananiadou	July 30-31	Manchester, UK		TOC		1992.other	
MT Evaluation	other	1992		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/AMTA-1992-TOC.htm	Muriel Vasconcellos	November 2-3	San Diego, California		TOC		1992b.other	
ARPA Workshop on Machine Translation	other	1994		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/ARPA-1994-TOC.htm	??Not mentioned on TOC	March 17-18	Vienna, Virginia		TOC		1994.other	
Spoken Language Translation	other	1997		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/90/SLT-1997-TOC.htm	Steven Krauwer and Doug Arnold and Walter Kasper and Manny Rayner and Harold Somers	July 11	Madrid, Spain		TOC		1997.other	
MT Eval Workshop	other	2001		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/00/MTEval-2001-TOC.htm	??Not mentioned on TOC	April 19-24	Geneva, Switzerland		TOC		2001.other	
METIS-II Workshop: New Approaches to Machine Translation	other	2007		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/05/METIS-2007-TOC.htm	??Chair: Steven Krauwer	January 11	Leuven, Belgium		TOC		2007.other	
MATMT workshop	other	2008		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/05/MATMT-2008-TOC.htm	Iñaki Alegria and Lluís Màrquez and Kepa Sarasola	February 14	Donostia-San Sebastian	http://www.mt-archive.info/05/MATMT-2008-complete.pdf	TOC		2008.other	
Workshop on Statistical Multilingual Analysis for Retrieval and Translation	eamt	2009		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/05/SMART-2009-TOC.htm	??Not mentioned on TOC	May 13	Barcelona, Spain		TOC		2009.eamtw	
Proceedings of the Second Joint EM+/CNGL Workshop “Bringing MT to the User: Research on Integrating MT in the Translation Industry”	other	2010	Duplicate	??Not mentioned on TOC	TRUE	http://www.mt-archive.info/10/JEC-2010-TOC.htm	Ventsislav Zhechev	November 4	Denver, Colorado		TOC		2010.other	
Machine Translation and Morphologically Rich Languages Research, Workshop of the Israel Science Foundation	other	2011		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/10/MTMRL-2011-TOC.htm	??Not mentioned on TOC	January 23-27	Haifa, Israel		TOC		2011.other	
International Workshop on Using Linguistic Information for Hybrid Machine Translation	other	2011		??Not mentioned on TOC	TRUE	http://www.mt-archive.info/10/LIHMT-2011-TOC.htm	??Not mentioned on TOC	November 18-19	Barcelona, Spain		TOC		2011b.other	
Crosslingual Language Technology in service of an integrated multilingual Europe	other	2012		??Not mentioned on PDF	TRUE	http://www.mt-archive.info/10/CLLT-2012-abs.pdf	??Cristina Vertan and Wolfgang Menzel 	May 4-5	Hamburg, Germany		PDF		2012.other	
ACL-EACL 1997 workshop on “Spoken Language Translation”.	aclw	1997	Duplicate		FALSE	http://www.mt-archive.info/90/SLT-1997-TOC.htm		July 11	??		TOC		1997.aclw	
ACL-EACL workshop "Data-driven machine translation"	aclw	2001	In Anthology		FALSE	http://www.mt-archive.info/00/ACL-EACL-2001-TOC.htm		July 7	??		TOC		2001.aclw	
ACL workshop on "Speech-to-speech translation"	aclw	2002	In Anthology		FALSE	http://www.mt-archive.info/00/ACL-2002-TOC.htm		??	??		TOC		2002.aclw	
ACL workshop on “Building and Using Parallel Texts – Data-driven machine translation and beyond”	aclw	2005	In Anthology		FALSE	http://www.mt-archive.info/05/ACL-2005-WS-PT-TOC.htm		June 29-30	??		TOC		2005.aclw	
ACL second workshop on “Statistical machine translation”.	aclw	2007	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2007-TOC.htm		June 23	??		TOC		2007.aclw	
ACL 2008 HLT third workshop on “Statistical machine translation”.	aclw	2008	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2008-TOC.htm		??	??		TOC		2008.aclw	
ACL 2008 HLT second workshop on “Syntax and structure in statistical translation”	aclw	2008	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2008-TOC.htm		??	??		TOC		2008.aclw	
ACL 2009 workshop on "Named Entities: Shared task on transliteration"	aclw	2009	In Anthology		FALSE	http://www.mt-archive.info/05/NEWS-2009-TOC.htm		??	??		TOC		2009.aclw	
ACL 2010 fifth workshop on “Statistical machine translation”.	aclw	2010	In Anthology		FALSE	http://www.mt-archive.info/10/WMT-2010-TOC.htm		July 15-16	??		TOC		2010.aclw	
ACL 2013 sixth workshop on “Building and using comparable corpora”.	aclw	2013	In Anthology		FALSE	http://www.mt-archive.info/10/BUCC-2013-TOC.htm		August 8	??		TOC		2013.aclw	
ANLP-NAACL,Workshop on 'Embedded machine translation systems'	naaclw	2000	In Anthology		FALSE	http://www.mt-archive.info/00/ANLP-NAACL-2000-TOC.htm		May 4	??		TOC		2000.naaclw	
NAACL-ANLP,Workshop on 'Applied interlinguas: practical applications of interlingual approaches to NLP'	naaclw	2000	In Anthology		FALSE	http://www.mt-archive.info/00/NAACL-ANLP-2000-TOC.htm		May	??		TOC		2000.naaclw	
HLT-NAACL,Workshop on 'Building and using parallel texts: data driven machine translation and beyond'	naaclw	2003	In Anthology		FALSE	http://www.mt-archive.info/00/HLT-NAACL-2003-TOC.htm		May 31	??		TOC		2003.naaclw	
HLT-NAACL,Workshop on 'Medical speech translation'	naaclw	2006	In Anthology		FALSE	http://www.mt-archive.info/05/HLT-NAACL-2006-WS-MST-TOC.htm		June 9	??		TOC		2006.naaclw	
HLT-NAACL,Workshop on 'Statistical machine translation'	naaclw	2006	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2006-TOC.htm		June 8-9	??		TOC		2006.naaclw	
NAACL-HLT,Workshop on 'Syntax and structure in statistical translation'	naaclw	2007	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2007-TOC.htm		April 26	??		TOC		2007.naaclw	
NAACL-HLT ,Workshop on 'Syntax and structure in statistical translation (SSST-3).'	naaclw	2009	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2009-TOC.htm		June 5	??		TOC		2009.naaclw	
Coling "Machine translatiin Asia"	colingw	2002	In Anthology		FALSE	http://www.mt-archive.info/00/Coling-2002-TOC.htm		??	??		TOC		2002.colingw	
Coling “Reordering for statistical machine translation” 	colingw	2012	In Anthology		FALSE	http://www.mt-archive.info/10/Coling-2012-WS-RSMT.htm		??	??		TOC		2012.colingw	
Coling “Applying machine learning techniques to optimize the division of labour in hybrid MT (ML4HMT)” 	colingw	2012	In Anthology		FALSE	http://www.mt-archive.info/10/Coling-2012-WS-ML4HMT.htm		??	??		TOC		2012.colingw	
EACL, ESIRMT-HyTra workshop	eaclw	2012	In Anthology		FALSE	http://www.mt-archive.info/10/EACL-2012-WS-TOC.htm		April 23-24	Avignon, France		TOC		2012.eaclw	
ESSLLI, Workshop on machine translation	essli	1998		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/90/ESSLLI-1998-TOC.htm	?? Not mentionned on TOC	August 24-28	Saarbrücken, Germany		TOC		1998.essli	
Human Language TechPDFlogy HLT (HLT-NAACL) workshop on '"Building and using parallel texts: data driven machine translation and beyond'	hlt	2003		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/00/HLT-NAACL-2003-TOC.htm	?? Not mentionned on TOC	May 31	??		TOC		2003.hlt	
Human Language TechPDFlogy HLT (HLT-NAACL) workshop on 'Medical speech translation'	hlt	2006	In Anthology		FALSE	http://www.mt-archive.info/05/HLT-NAACL-2006-WS-MST-TOC.htm		June 9	??		TOC		2006.hlt	
Human Language TechPDFlogy HLT (HLT-NAACL) workshop on 'Statistical machine translation'	hlt	2006	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2006-TOC.htm		June 8-9	??		TOC		2006.hlt	
Human Language TechPDFlogy HLT (NAACL-HLT) workshop on 'Syntax and structure in statistical translation'	hlt	2007	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2007-TOC.htm		April 26	??		TOC		2007.hlt	
Human Language TechPDFlogy HLT (ACL 2008 HLT) workshop on 'Statistical machine translation'	hlt	2008	In Anthology		FALSE	http://www.mt-archive.info/05/WMT-2008-TOC.htm		June 19	??		TOC		2008.hlt	
Human Language TechPDFlogy HLT (ACL 2008 HLT) workshop on 'Syntax and structure in statistical translation'	hlt	2008	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2008-TOC.htm		June 20	??		TOC		2008.hlt	
Human Language TechPDFlogy HLT (NAACL-HLT 2009) workshop on 'Syntax and structure in statistical translation'	hlt	2009	In Anthology		FALSE	http://www.mt-archive.info/05/SSST-2009-TOC.htm		June 5	??		TOC		2009.hlt	
LREC workshop on 'Evaluation of machine translation'	lrecw	2000		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/00/LREC-2000-TOC.htm	Bente Maegaard	May 29	??		TOC		2000.lrecw	
LREC workshop on 'Machine Translation Evaluation: human evaluators meet automated metrics'	lrec	2002			TRUE	http://www.mt-archive.info/00/LREC-2002-WS-MTEval.pdf		May 27	??	http://www.mt-archive.info/00/LREC-2002-WS-MTEval.pdf	PDF		2002a.lrecw	2002.lrec
LREC workshop on 'First international workshop on UNL'	lrec	2002			TRUE	http://www.mt-archive.info/00/LREC-2002-WS-UNL.pdf		July 3	??	http://www.mt-archive.info/00/LREC-2002-WS-UNL.pdf	PDF		2002b.lrecw	2002.lrec
LREC workshop on 'The utility of parallel and comparable corpora'	lrec	2004			TRUE	http://www.mt-archive.info/00/LREC-2004-WS-Corpora.pdf		June 29	??	http://www.mt-archive.info/00/LREC-2004-WS-Corpora.pdf	PDF		2004.lrecw	2004.lrec
LREC '5th SALTMIL Workshop on Minority Languages: Strategies for developing machine translation for minority languages'	lrecw	2006	Duplicate		FALSE	http://www.mt-archive.info/05/LREC-2006-SALTMIL-WS.pdf		??	??		PDF		2006.lrecw	
LREC 'The fifth workshop on building and using comparable corpora: language resources for machine translation in less-resourced languages and domains'	lrecw	2012		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/10/BUCC-2012-TOC.htm	?? Not mentionned on TOC	June 29-31	??		TOC		2012.lrecw	
LREC 'Seventh workshop on building and using comparable corpora'	lrecw	2014		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/10/BUCC-2014-TOC.htm	?? Not mentionned on TOC	June 24	??		TOC		2014.lrecw	
RANLP: International Workshop: Modern approaches in translation technologies	ranlpw	2005	Duplicate		FALSE	http://www.mt-archive.info/05/RANLP-2005-TOC.htm		September 25	Borovets, Bulgaria		TOC		2005.ranlpw	
North American Chapter of the Association for Computational Linguistics (NAACL)		2000	None		FALSE	None		April 29 - May 3	Seattle, Washington   D.C., USA		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2003	None		FALSE	None		May 27 – June 1	Edmonton, Canada		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2004	None		FALSE	None		May 1-7	Boston, Mass., USA		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2006	None		FALSE	None		June	New York, USA		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2007	None		FALSE	None		April 22-27	Rochester NY		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2009	None		FALSE	None		May 31 – June 5	Boulder Colorado		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2010	None		FALSE	None		June 2-4	Los Angeles, CA, USA		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2012	None		FALSE	None		June 3-8	Montréal, Canada		None			
North American Chapter of the Association for Computational Linguistics (NAACL)		2013	None		FALSE	None		June 9-14	Atlanta, Georgia, USA		None			
Computational Linguistics Coling		1965	None		FALSE	None		??	New York, USA		None			
Computational Linguistics Coling		1967	None		FALSE	None		??	Grenoble, France		None			
Computational Linguistics Coling		1969	None		FALSE	None		??	Sånga Säby, Sweden		None			
Computational Linguistics Coling		1971	None		FALSE	None		??	Debrecen, Hungary		None			
Computational Linguistics Coling		1973	None		FALSE	None		??	Pisa, Italy		None			
Computational Linguistics Coling		1980	None		FALSE	None		??	Tokyo, Japan		None			
Computational Linguistics Coling		1982	None		FALSE	None		??	Prague, Czechoslovakia		None			
Computational Linguistics Coling		1984	None		FALSE	None		July 2-6	Stanford, USA		None			
Computational Linguistics Coling		1986	None		FALSE	None		August 25-29	Bonn, Germany		None			
Computational Linguistics Coling		1988	None		FALSE	None		??	Budapest, Hungary		None			
Computational Linguistics Coling		1990	None		FALSE	None		??	Helsinki, Finland		None			
Computational Linguistics Coling		1992	None		FALSE	None		??	Nantes, France		None			
Computational Linguistics Coling		1994	None		FALSE	None		??	Kyoto, Japan		None			
Computational Linguistics Coling		1996	None		FALSE	None		August 5-9	Copenhagen, Denmark		None			
Computational Linguistics Coling		1998	None		FALSE	None		??	Montreal, Canada		None			
Computational Linguistics Coling		2000	None		FALSE	None		July 29 - August 6	Luxembourg, Luxembourg, Saarbrücken, Germany, Nancy, France		None			
Computational Linguistics Coling		2002	None		FALSE	None		August 26-30	Taipei, Taiwan		None			
Computational Linguistics Coling		2004	None		FALSE	None		August 23-27	Geneva, Switzerland		None			
Computational Linguistics Coling		2006	None		FALSE	None		July 17-21	Sydney, Australia		None			
Computational Linguistics Coling		2008	None		FALSE	None		August 18-22	Manchester, UK		None			
Computational Linguistics Coling		2010	None		FALSE	None		August 23-27	Beijing, China		None			
Computational Linguistics Coling		2012	None		FALSE	None		December 8-15	Mumbai, India		None			
Computational Linguistics Coling		2014	In Anthology		FALSE	http://www.mt-archive.info/10/Coling-2014-TOC.htm		August 23-29	Dublin, Ireland		TOC			
Computational Natural Language Learning (CoNLL)		1997	None		FALSE	None		July 11	Madrid, Spain		None			
Computational Natural Language Learning (CoNLL)		1998	None		FALSE	None		January 11-17	Sydney, Australia		None			
Computational Natural Language Learning (CoNLL)		1999	None		FALSE	None		June 12	Bergen, Norway		None			
Computational Natural Language Learning (CoNLL)		2000	None		FALSE	None		September 13-14	Lisbon, Portugal		None			
Computational Natural Language Learning (CoNLL)		2001	None		FALSE	None		??	Toulouse, France		None			
Computational Natural Language Learning (CoNLL)		2002	None		FALSE	None		??	Taipei, Taiwan		None			
Computational Natural Language Learning (CoNLL)		2003	None		FALSE	None		May 31-June 1	Edmonton, Canada		None			
Computational Natural Language Learning (CoNLL)		2004	None		FALSE	None		May 6-7	Boston, Mass., USA		None			
Computational Natural Language Learning (CoNLL)		2005	None		FALSE	None		June 29-30	Ann Arbor, USA		None			
Computational Natural Language Learning (CoNLL)		2006	None		FALSE	None		June 8-9	New York City, USA		None			
Computational Natural Language Learning (CoNLL)		2007	None		FALSE	None		June 28-30	Prague, Czech Republic		None			
Computational Natural Language Learning (CoNLL)		2008	None		FALSE	None		August 16-17	Manchester, UK		None			
Computational Natural Language Learning (CoNLL)		2012	None		FALSE	None		July 12-14	Jeju, Korea		None			
Controlled Language Applications Workshop (CLAW)		1996	None		FALSE	None		March 26-27	Leuven, Belgium		None			
Controlled Language Applications Workshop (CLAW)		1998	None		FALSE	None		May 21-22	Pittsburgh, USA		None			
Controlled Language Applications Workshop (CLAW)		2003	Duplicate		TRUE	http://www.mt-archive.info/00/CLT-2003-TOC.htm		May 15-17	Dublin, Ireland		TOC			
Controlled Language Applications Workshop (CLAW)		2006	duplicate		FALSE	http://www.mt-archive.info/05/CLAW-2006-TOC.htm		August 12	Cambridge   Mass., USA		TOC		2006.claw	
First International Joint Conference on Natural Language Processing	icjnlp	2004		Berlin/Heidelberg: Springer, 2005	TRUE	http://www.mt-archive.info/00/IJCNLP-2004-abstracts.htm		March 22-24	Hainan Island, China		TOC		2004.icjnlp	
International Joint Conference on Natural Language Processing (IJCNLP)		2005	None		FALSE	None		October 11-13	Jeju Island, Republic of Korea		None			
International Joint Conference on Natural Language Processing (IJCNLP)		2008	None		FALSE	None		January 7-12	Hyderabad, India		None			
International Joint Conference on Natural Language Processing (IJCNLP)		2009	None		FALSE	None		August 2-7	Singapore		None			
International Joint Conference on Natural Language Processing (IJCNLP)		2011	None		FALSE	None		November 8-13	Chiang Mai, Thailand		None			
International Symposium on Data and Sense Mining, Machine Translation and Controlled Languages (ISMTCL)	ismtcl	2009			TRUE	http://www.mt-archive.info/05/ISMTCL-2009-abstracts.htm		July 1-3	Besançon, France		TOC		2009.ismtcl	
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	1999			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		August 30 - September 1	Tokyo, Japan		TOC		1999.ntcir	
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2001			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		 March 7-9	Tokyo, Japan		TOC			
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2002			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		October 8-10	Tokyo, Japan		TOC			
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2004			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		June 2-4	Tokyo, Japan		TOC			
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2005			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		December 6-9	Tokyo, Japan		TOC			
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2007			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		May 15-18	Tokyo, Japan		TOC			
NII Test Collection for IR systems (National Institute of Informatics, Tokyo, Japan) [NTCIR]	ntcir	2008			TRUE	http://www.mt-archive.info/jnl/NTCIR-TOC.htm		December 16-19	Tokyo, Japan		TOC			
NTCIR workshops	ntcir	2008		?? Not mentionned on TOC	TRUE	http://www.mt-archive.info/05/NTCIR-2008-PATMT-TOC.htm	?? Not mentionned on TOC		Tokyo, Japan		TOC		2008.ntcir	
International Workshop Modern Approaches in Translation Technologies Proceedings(Held in conjonction with Recent Advances in Natural Language Processing (RANLP))	matt? ranlp?	2005			TRUE	http://www.mt-archive.info/05/RANLP-2005-TOC.htm	Walther v.Hahn and John Hutchins and Cristina Vertan	September 24	Borovets Bulgaria		TOC		2005.matt	
Recent Advances in Natural Language Processing (RANLP)		2009	None		FALSE	None		September 14-16	Borovets ,Bulgaria		None			
Recent Advances in Natural Language Processing (RANLP)		2011	None		FALSE	None		September 12-14	Hissar, Bulgaria		None			
Speech and Language Technology for Minority Languages (SALTMIL)		1998	None		FALSE	None		May 27	Granada, Spain		None			
Speech and Language Technology for Minority Languages (SALTMIL)	saltmil	2006			TRUE	http://www.mt-archive.info/05/LREC-2006-SALTMIL-WS.pdf		May 23	Genoa, Italy		PDF		2006.saltmil	
Speech and Language Technology for Minority Languages (SALTMIL)	saltmil	2009			TRUE	http://www.mt-archive.info/05/SALTMIL-2009.pdf		September 7	Donostia-San Sebastián, Spain		PDF		2009.saltmil	
Speech and Language Technology for Minority Languages (SALTMIL)	saltmil	2010			TRUE	http://www.mt-archive.info/10/LREC-2010-SALTMIL-WS.pdf		May 23	Valetta, Malta		PDF		2010.saltmil	
Speech and Language Technology for Minority Languages (SALTMIL)	saltmil	2012			TRUE	http://www.mt-archive.info/10/SALTMIL-2012.pdf		May 22	??Not specified on conference page-2		PDF		2012.saltmil	
Speech and Natural Language Workshop		1989	None		FALSE	None			Philadelphia, USA		None			
Speech and Natural Language Workshop		1989	None		FALSE	None			Cape Cod, USA		None			
Speech and Natural Language Workshop		1990	None		FALSE	None			Hidden Valley, USA		None			
Speech and Natural Language Workshop		1991	None		FALSE	None			Pacific Grove, USA		None			
Speech and Natural Language Workshop		1992	None		FALSE	None			Harriman, USA		None			
